555 998
39/1 39.0 1.0
17/35 17.0 35.0
26/25 26.0 25.0
6/8 6.0 8.0
37/17 37.0 17.0
16/9 16.0 9.0
19/40 19.0 40.0
38/25 38.0 25.0
1/30 1.0 30.0
5/21 5.0 21.0
36/38 36.0 38.0
25/9 25.0 9.0
17/9 17.0 9.0
1/34 1.0 34.0
25/7 25.0 7.0
36/22 36.0 22.0
18/6 18.0 6.0
19/39 19.0 39.0
30/31 30.0 31.0
34/12 34.0 12.0
30/35 30.0 35.0
21/9 21.0 9.0
4/15 4.0 15.0
11/23 11.0 23.0
17/10 17.0 10.0
1/22 1.0 22.0
14/39 14.0 39.0
40/6 40.0 6.0
10/10 10.0 10.0
28/37 28.0 37.0
24/15 24.0 15.0
32/36 32.0 36.0
35/3 35.0 3.0
40/2 40.0 2.0
9/13 9.0 13.0
8/11 8.0 11.0
37/4 37.0 4.0
36/28 36.0 28.0
19/38 19.0 38.0
11/4 11.0 4.0
4/29 4.0 29.0
23/27 23.0 27.0
28/32 28.0 32.0
37/31 37.0 31.0
27/36 27.0 36.0
25/13 25.0 13.0
32/13 32.0 13.0
33/2 33.0 2.0
34/33 34.0 33.0
21/17 21.0 17.0
27/16 27.0 16.0
23/12 23.0 12.0
23/2 23.0 2.0
26/30 26.0 30.0
7/2 7.0 2.0
1/39 1.0 39.0
3/7 3.0 7.0
19/34 19.0 34.0
7/29 7.0 29.0
12/11 12.0 11.0
5/7 5.0 7.0
15/9 15.0 9.0
2/3 2.0 3.0
27/25 27.0 25.0
3/19 3.0 19.0
18/14 18.0 14.0
40/12 40.0 12.0
34/29 34.0 29.0
26/6 26.0 6.0
31/29 31.0 29.0
28/13 28.0 13.0
37/6 37.0 6.0
30/3 30.0 3.0
9/28 9.0 28.0
34/19 34.0 19.0
19/17 19.0 17.0
37/12 37.0 12.0
18/40 18.0 40.0
38/23 38.0 23.0
29/10 29.0 10.0
32/5 32.0 5.0
12/7 12.0 7.0
2/25 2.0 25.0
5/18 5.0 18.0
23/40 23.0 40.0
30/24 30.0 24.0
33/27 33.0 27.0
32/23 32.0 23.0
28/28 28.0 28.0
7/5 7.0 5.0
16/28 16.0 28.0
29/16 29.0 16.0
2/39 2.0 39.0
40/30 40.0 30.0
40/18 40.0 18.0
25/25 25.0 25.0
30/27 30.0 27.0
31/26 31.0 26.0
40/13 40.0 13.0
8/4 8.0 4.0
7/32 7.0 32.0
11/6 11.0 6.0
36/26 36.0 26.0
2/4 2.0 4.0
29/5 29.0 5.0
36/14 36.0 14.0
6/9 6.0 9.0
32/24 32.0 24.0
4/22 4.0 22.0
11/10 11.0 10.0
22/37 22.0 37.0
34/37 34.0 37.0
29/1 29.0 1.0
22/2 22.0 2.0
18/24 18.0 24.0
37/24 37.0 24.0
18/16 18.0 16.0
36/7 36.0 7.0
30/14 30.0 14.0
34/23 34.0 23.0
11/8 11.0 8.0
2/19 2.0 19.0
5/6 5.0 6.0
39/14 39.0 14.0
21/10 21.0 10.0
17/31 17.0 31.0
1/1 1.0 1.0
