595 815
24/27 24.0 27.0
8/22 8.0 22.0
34/6 34.0 6.0
36/29 36.0 29.0
6/29 6.0 29.0
15/35 15.0 35.0
37/26 37.0 26.0
12/33 12.0 33.0
22/5 22.0 5.0
1/31 1.0 31.0
15/30 15.0 30.0
21/14 21.0 14.0
29/5 29.0 5.0
27/22 27.0 22.0
15/27 15.0 27.0
30/29 30.0 29.0
32/20 32.0 20.0
29/15 29.0 15.0
1/15 1.0 15.0
14/19 14.0 19.0
24/29 24.0 29.0
28/6 28.0 6.0
30/34 30.0 34.0
40/13 40.0 13.0
37/5 37.0 5.0
31/33 31.0 33.0
18/23 18.0 23.0
40/8 40.0 8.0
9/31 9.0 31.0
31/7 31.0 7.0
17/32 17.0 32.0
15/31 15.0 31.0
29/8 29.0 8.0
30/13 30.0 13.0
23/10 23.0 10.0
30/18 30.0 18.0
32/15 32.0 15.0
5/5 5.0 5.0
22/31 22.0 31.0
9/7 9.0 7.0
39/10 39.0 10.0
15/28 15.0 28.0
18/6 18.0 6.0
28/27 28.0 27.0
34/4 34.0 4.0
36/26 36.0 26.0
32/21 32.0 21.0
34/8 34.0 8.0
37/12 37.0 12.0
11/15 11.0 15.0
27/33 27.0 33.0
1/7 1.0 7.0
16/23 16.0 23.0
23/32 23.0 32.0
40/7 40.0 7.0
22/11 22.0 11.0
3/17 3.0 17.0
13/13 13.0 13.0
29/30 29.0 30.0
13/30 13.0 30.0
27/17 27.0 17.0
30/3 30.0 3.0
21/21 21.0 21.0
7/18 7.0 18.0
24/13 24.0 13.0
19/7 19.0 7.0
28/23 28.0 23.0
16/20 16.0 20.0
12/12 12.0 12.0
19/24 19.0 24.0
40/19 40.0 19.0
20/33 20.0 33.0
34/2 34.0 2.0
1/29 1.0 29.0
23/17 23.0 17.0
34/5 34.0 5.0
22/20 22.0 20.0
13/20 13.0 20.0
6/15 6.0 15.0
8/32 8.0 32.0
39/16 39.0 16.0
1/1 1.0 1.0
7/15 7.0 15.0
31/20 31.0 20.0
20/22 20.0 22.0
27/30 27.0 30.0
3/21 3.0 21.0
6/10 6.0 10.0
13/8 13.0 8.0
24/11 24.0 11.0
2/11 2.0 11.0
33/27 33.0 27.0
38/28 38.0 28.0
31/10 31.0 10.0
5/16 5.0 16.0
36/8 36.0 8.0
6/6 6.0 6.0
27/20 27.0 20.0
32/17 32.0 17.0
28/24 28.0 24.0
19/9 19.0 9.0
34/29 34.0 29.0
7/17 7.0 17.0
3/4 3.0 4.0
25/17 25.0 17.0
17/21 17.0 21.0
33/16 33.0 16.0
13/32 13.0 32.0
36/11 36.0 11.0
18/15 18.0 15.0
37/22 37.0 22.0
2/36 2.0 36.0
10/28 10.0 28.0
1/34 1.0 34.0
24/19 24.0 19.0
33/5 33.0 5.0
33/25 33.0 25.0
24/18 24.0 18.0
10/23 10.0 23.0
20/10 20.0 10.0
19/23 19.0 23.0
40/22 40.0 22.0
30/14 30.0 14.0
20/35 20.0 35.0
17/26 17.0 26.0
20/5 20.0 5.0
31/36 31.0 36.0
14/3 14.0 3.0
36/17 36.0 17.0
26/36 26.0 36.0
29/14 29.0 14.0
34/27 34.0 27.0
4/9 4.0 9.0
18/7 18.0 7.0
29/28 29.0 28.0
26/23 26.0 23.0
35/31 35.0 31.0
21/35 21.0 35.0
26/3 26.0 3.0
4/33 4.0 33.0
6/32 6.0 32.0
15/29 15.0 29.0
16/33 16.0 33.0
26/34 26.0 34.0
34/23 34.0 23.0
16/5 16.0 5.0
28/33 28.0 33.0
10/22 10.0 22.0
19/25 19.0 25.0
1/35 1.0 35.0
12/8 12.0 8.0
29/6 29.0 6.0
28/12 28.0 12.0
5/27 5.0 27.0
36/22 36.0 22.0
7/14 7.0 14.0
16/4 16.0 4.0
4/27 4.0 27.0
30/10 30.0 10.0
22/4 22.0 4.0
9/4 9.0 4.0
6/9 6.0 9.0
28/29 28.0 29.0
28/35 28.0 35.0
36/14 36.0 14.0
31/24 31.0 24.0
11/19 11.0 19.0
28/30 28.0 30.0
2/7 2.0 7.0
2/10 2.0 10.0
30/26 30.0 26.0
20/17 20.0 17.0
4/26 4.0 26.0
24/9 24.0 9.0
10/29 10.0 29.0
37/33 37.0 33.0
40/14 40.0 14.0
24/36 24.0 36.0
30/24 30.0 24.0
15/4 15.0 4.0
35/21 35.0 21.0
12/32 12.0 32.0
15/6 15.0 6.0
27/23 27.0 23.0
14/12 14.0 12.0
32/9 32.0 9.0
32/18 32.0 18.0
29/7 29.0 7.0
15/20 15.0 20.0
30/23 30.0 23.0
35/23 35.0 23.0
34/19 34.0 19.0
9/32 9.0 32.0
1/19 1.0 19.0
30/12 30.0 12.0
26/32 26.0 32.0
17/5 17.0 5.0
35/37 35.0 37.0
14/20 14.0 20.0
34/1 34.0 1.0
18/13 18.0 13.0
23/3 23.0 3.0
20/16 20.0 16.0
25/4 25.0 4.0
40/32 40.0 32.0
17/6 17.0 6.0
18/9 18.0 9.0
28/26 28.0 26.0
26/4 26.0 4.0
30/35 30.0 35.0
6/26 6.0 26.0
9/33 9.0 33.0
38/7 38.0 7.0
4/23 4.0 23.0
17/29 17.0 29.0
37/20 37.0 20.0
24/6 24.0 6.0
13/14 13.0 14.0
31/30 31.0 30.0
24/21 24.0 21.0
11/24 11.0 24.0
17/16 17.0 16.0
33/26 33.0 26.0
21/11 21.0 11.0
30/8 30.0 8.0
14/15 14.0 15.0
10/27 10.0 27.0
10/18 10.0 18.0
33/21 33.0 21.0
2/17 2.0 17.0
34/28 34.0 28.0
6/3 6.0 3.0
2/14 2.0 14.0
33/23 33.0 23.0
40/29 40.0 29.0
4/17 4.0 17.0
13/33 13.0 33.0
23/5 23.0 5.0
18/18 18.0 18.0
21/28 21.0 28.0
20/3 20.0 3.0
36/24 36.0 24.0
18/20 18.0 20.0
21/17 21.0 17.0
6/8 6.0 8.0
18/34 18.0 34.0
39/19 39.0 19.0
32/29 32.0 29.0
21/8 21.0 8.0
14/13 14.0 13.0
19/18 19.0 18.0
33/8 33.0 8.0
20/15 20.0 15.0
36/19 36.0 19.0
18/21 18.0 21.0
13/12 13.0 12.0
28/5 28.0 5.0
29/31 29.0 31.0
40/18 40.0 18.0
12/1 12.0 1.0
28/34 28.0 34.0
15/14 15.0 14.0
11/26 11.0 26.0
8/6 8.0 6.0
29/23 29.0 23.0
35/28 35.0 28.0
15/3 15.0 3.0
13/16 13.0 16.0
32/33 32.0 33.0
24/35 24.0 35.0
29/24 29.0 24.0
18/35 18.0 35.0
12/18 12.0 18.0
5/14 5.0 14.0
33/36 33.0 36.0
24/32 24.0 32.0
27/25 27.0 25.0
6/24 6.0 24.0
10/16 10.0 16.0
34/3 34.0 3.0
26/19 26.0 19.0
17/30 17.0 30.0
22/7 22.0 7.0
19/26 19.0 26.0
33/15 33.0 15.0
37/8 37.0 8.0
16/8 16.0 8.0
2/6 2.0 6.0
5/33 5.0 33.0
26/15 26.0 15.0
35/3 35.0 3.0
24/28 24.0 28.0
37/7 37.0 7.0
39/28 39.0 28.0
6/34 6.0 34.0
35/17 35.0 17.0
16/34 16.0 34.0
27/32 27.0 32.0
16/17 16.0 17.0
16/19 16.0 19.0
20/23 20.0 23.0
14/6 14.0 6.0
20/24 20.0 24.0
20/8 20.0 8.0
19/33 19.0 33.0
39/8 39.0 8.0
31/16 31.0 16.0
32/30 32.0 30.0
17/12 17.0 12.0
4/16 4.0 16.0
22/33 22.0 33.0
34/21 34.0 21.0
31/15 31.0 15.0
13/23 13.0 23.0
9/11 9.0 11.0
22/30 22.0 30.0
29/33 29.0 33.0
21/10 21.0 10.0
14/22 14.0 22.0
36/28 36.0 28.0
16/6 16.0 6.0
4/12 4.0 12.0
24/10 24.0 10.0
35/26 35.0 26.0
6/19 6.0 19.0
21/16 21.0 16.0
23/34 23.0 34.0
17/23 17.0 23.0
7/28 7.0 28.0
14/23 14.0 23.0
3/30 3.0 30.0
28/18 28.0 18.0
23/18 23.0 18.0
16/14 16.0 14.0
15/15 15.0 15.0
31/2 31.0 2.0
35/18 35.0 18.0
21/30 21.0 30.0
40/23 40.0 23.0
5/29 5.0 29.0
39/29 39.0 29.0
23/37 23.0 37.0
29/17 29.0 17.0
16/27 16.0 27.0
25/33 25.0 33.0
36/30 36.0 30.0
20/29 20.0 29.0
14/8 14.0 8.0
24/22 24.0 22.0
16/16 16.0 16.0
38/26 38.0 26.0
22/23 22.0 23.0
25/11 25.0 11.0
32/6 32.0 6.0
23/13 23.0 13.0
19/28 19.0 28.0
32/13 32.0 13.0
33/22 33.0 22.0
25/27 25.0 27.0
1/5 1.0 5.0
11/18 11.0 18.0
32/26 32.0 26.0
14/7 14.0 7.0
15/13 15.0 13.0
40/2 40.0 2.0
36/20 36.0 20.0
37/10 37.0 10.0
36/15 36.0 15.0
17/33 17.0 33.0
8/14 8.0 14.0
36/13 36.0 13.0
23/6 23.0 6.0
13/27 13.0 27.0
32/12 32.0 12.0
18/30 18.0 30.0
36/2 36.0 2.0
39/2 39.0 2.0
21/26 21.0 26.0
12/21 12.0 21.0
33/13 33.0 13.0
19/11 19.0 11.0
40/12 40.0 12.0
19/21 19.0 21.0
33/31 33.0 31.0
37/4 37.0 4.0
19/8 19.0 8.0
21/33 21.0 33.0
12/13 12.0 13.0
12/16 12.0 16.0
4/24 4.0 24.0
26/18 26.0 18.0
30/28 30.0 28.0
33/35 33.0 35.0
21/7 21.0 7.0
1/23 1.0 23.0
31/8 31.0 8.0
33/12 33.0 12.0
13/17 13.0 17.0
17/19 17.0 19.0
3/7 3.0 7.0
22/32 22.0 32.0
18/10 18.0 10.0
32/3 32.0 3.0
18/22 18.0 22.0
2/34 2.0 34.0
8/9 8.0 9.0
32/27 32.0 27.0
36/23 36.0 23.0
23/12 23.0 12.0
15/21 15.0 21.0
16/21 16.0 21.0
34/33 34.0 33.0
7/26 7.0 26.0
25/30 25.0 30.0
10/33 10.0 33.0
26/11 26.0 11.0
22/35 22.0 35.0
11/11 11.0 11.0
28/2 28.0 2.0
2/19 2.0 19.0
11/6 11.0 6.0
24/30 24.0 30.0
40/26 40.0 26.0
32/23 32.0 23.0
14/11 14.0 11.0
14/16 14.0 16.0
10/14 10.0 14.0
12/14 12.0 14.0
19/1 19.0 1.0
32/11 32.0 11.0
9/35 9.0 35.0
26/35 26.0 35.0
9/29 9.0 29.0
19/14 19.0 14.0
36/6 36.0 6.0
31/17 31.0 17.0
27/15 27.0 15.0
6/2 6.0 2.0
7/12 7.0 12.0
2/29 2.0 29.0
21/36 21.0 36.0
19/3 19.0 3.0
27/12 27.0 12.0
33/11 33.0 11.0
16/7 16.0 7.0
25/3 25.0 3.0
11/5 11.0 5.0
21/22 21.0 22.0
22/15 22.0 15.0
5/11 5.0 11.0
10/35 10.0 35.0
11/14 11.0 14.0
13/19 13.0 19.0
22/38 22.0 38.0
4/36 4.0 36.0
25/22 25.0 22.0
26/20 26.0 20.0
31/35 31.0 35.0
23/23 23.0 23.0
32/34 32.0 34.0
37/1 37.0 1.0
2/12 2.0 12.0
4/32 4.0 32.0
5/13 5.0 13.0
12/20 12.0 20.0
8/11 8.0 11.0
6/7 6.0 7.0
25/5 25.0 5.0
16/22 16.0 22.0
3/18 3.0 18.0
30/15 30.0 15.0
11/1 11.0 1.0
21/3 21.0 3.0
35/22 35.0 22.0
23/24 23.0 24.0
29/27 29.0 27.0
38/5 38.0 5.0
22/22 22.0 22.0
34/16 34.0 16.0
31/18 31.0 18.0
33/2 33.0 2.0
11/25 11.0 25.0
32/35 32.0 35.0
28/19 28.0 19.0
17/35 17.0 35.0
26/26 26.0 26.0
11/29 11.0 29.0
5/7 5.0 7.0
29/19 29.0 19.0
23/21 23.0 21.0
22/25 22.0 25.0
3/23 3.0 23.0
2/31 2.0 31.0
1/21 1.0 21.0
37/11 37.0 11.0
22/18 22.0 18.0
7/29 7.0 29.0
18/14 18.0 14.0
31/9 31.0 9.0
9/20 9.0 20.0
23/33 23.0 33.0
1/26 1.0 26.0
15/22 15.0 22.0
16/32 16.0 32.0
22/26 22.0 26.0
12/26 12.0 26.0
15/7 15.0 7.0
7/9 7.0 9.0
7/2 7.0 2.0
11/20 11.0 20.0
38/8 38.0 8.0
31/6 31.0 6.0
40/5 40.0 5.0
16/28 16.0 28.0
20/7 20.0 7.0
19/16 19.0 16.0
35/11 35.0 11.0
18/33 18.0 33.0
8/15 8.0 15.0
3/29 3.0 29.0
30/27 30.0 27.0
19/10 19.0 10.0
21/4 21.0 4.0
10/8 10.0 8.0
40/21 40.0 21.0
10/4 10.0 4.0
1/32 1.0 32.0
22/28 22.0 28.0
9/14 9.0 14.0
39/6 39.0 6.0
5/32 5.0 32.0
9/21 9.0 21.0
10/17 10.0 17.0
4/22 4.0 22.0
25/23 25.0 23.0
32/5 32.0 5.0
23/36 23.0 36.0
24/37 24.0 37.0
6/30 6.0 30.0
35/7 35.0 7.0
9/17 9.0 17.0
11/16 11.0 16.0
4/7 4.0 7.0
18/5 18.0 5.0
6/11 6.0 11.0
8/12 8.0 12.0
12/19 12.0 19.0
28/25 28.0 25.0
4/11 4.0 11.0
7/6 7.0 6.0
13/26 13.0 26.0
2/2 2.0 2.0
36/5 36.0 5.0
7/11 7.0 11.0
38/37 38.0 37.0
36/18 36.0 18.0
23/27 23.0 27.0
3/27 3.0 27.0
8/19 8.0 19.0
6/16 6.0 16.0
32/28 32.0 28.0
3/3 3.0 3.0
11/17 11.0 17.0
18/16 18.0 16.0
20/36 20.0 36.0
25/8 25.0 8.0
35/9 35.0 9.0
9/22 9.0 22.0
13/2 13.0 2.0
8/29 8.0 29.0
13/11 13.0 11.0
37/3 37.0 3.0
5/17 5.0 17.0
6/17 6.0 17.0
13/7 13.0 7.0
30/19 30.0 19.0
17/25 17.0 25.0
28/13 28.0 13.0
38/33 38.0 33.0
19/2 19.0 2.0
30/33 30.0 33.0
29/13 29.0 13.0
35/12 35.0 12.0
36/9 36.0 9.0
33/28 33.0 28.0
20/20 20.0 20.0
24/20 24.0 20.0
1/28 1.0 28.0
20/26 20.0 26.0
26/27 26.0 27.0
5/31 5.0 31.0
26/5 26.0 5.0
22/17 22.0 17.0
36/12 36.0 12.0
9/28 9.0 28.0
815
20/17 21/17
15/22 16/22
29/33 33/35
13/2 12/1
28/23 27/23
21/14 23/13
14/3 13/2
36/17 39/19
4/33 4/32
10/14 9/14
26/11 29/8
34/8 34/6
30/26 32/26
33/28 36/30
1/15 3/17
8/9 7/6
6/17 7/17
33/8 32/9
21/28 20/26
26/36 28/34
10/23 33/21
37/33 34/33
33/31 32/30
33/12 35/12
35/22 35/23
1/1 2/2
37/1 36/2
8/22 11/25
5/17 6/17
40/7 40/8
29/15 27/17
22/20 18/22
8/14 9/11
21/7 20/5
24/29 21/30
30/29 30/28
28/19 26/18
30/23 27/22
18/14 18/15
3/29 5/29
30/28 28/27
18/33 17/33
13/23 10/23
22/18 20/20
6/15 7/14
31/17 33/15
16/22 17/21
17/23 16/23
14/23 13/23
22/25 20/24
6/2 11/1
24/35 26/35
20/16 21/17
39/2 37/4
28/33 27/33
28/26 26/27
32/15 32/13
20/8 21/8
28/23 29/24
24/36 26/36
31/36 31/35
36/2 36/5
15/15 16/16
6/30 9/31
6/29 7/29
6/9 6/10
22/25 27/25
21/17 22/17
22/35 24/35
19/7 20/7
15/6 16/5
34/28 36/30
30/14 30/13
23/33 22/33
3/18 19/33
4/7 5/7
32/9 31/10
18/21 18/22
4/26 7/28
27/17 28/18
36/28 38/28
6/19 8/19
20/10 21/11
35/37 23/36
14/15 15/15
39/2 38/7
10/17 11/17
33/15 36/12
30/14 29/15
24/18 25/17
15/6 14/6
16/20 17/21
14/20 12/19
37/8 36/8
4/12 4/16
5/29 3/30
22/11 21/11
16/32 17/33
40/14 40/18
36/6 37/5
32/6 32/5
35/9 35/11
1/5 2/6
13/27 15/29
32/21 31/20
26/19 26/18
26/20 26/19
35/21 35/22
26/27 28/27
26/18 24/19
4/11 1/7
4/16 5/16
7/18 11/20
32/5 32/3
21/16 20/16
30/12 24/11
13/30 13/32
4/7 4/9
4/23 1/21
36/23 36/24
12/12 14/11
10/29 10/28
39/10 37/12
32/23 31/24
25/27 26/27
25/30 23/32
37/12 36/17
22/22 23/24
38/7 37/8
38/28 39/28
38/33 37/33
6/7 8/9
35/26 35/28
33/11 32/11
23/12 22/11
18/10 19/9
31/8 33/8
26/23 25/23
2/12 3/17
12/18 13/19
19/25 19/26
32/26 34/23
15/4 14/3
7/6 6/7
14/7 15/6
31/15 27/17
32/29 33/31
34/16 36/15
35/7 37/7
40/8 40/12
9/7 10/8
9/17 10/17
17/19 18/22
34/16 33/16
20/7 21/7
20/22 21/21
20/8 21/7
1/26 1/23
15/3 14/3
12/12 12/13
13/32 13/33
1/23 1/21
29/30 29/28
8/32 6/32
18/23 17/23
40/19 40/21
22/26 26/26
37/12 36/13
34/6 34/5
22/26 23/27
16/14 18/15
20/24 22/26
22/5 23/5
28/23 25/22
5/5 6/6
32/12 31/17
2/17 3/17
30/28 30/27
3/4 5/7
14/22 15/22
2/29 3/29
3/23 1/23
35/23 34/27
26/34 24/35
13/19 14/20
21/21 22/20
11/11 12/8
22/23 20/23
1/35 1/34
20/8 20/10
19/24 21/26
13/17 16/20
31/33 30/33
26/11 25/11
2/11 2/10
7/29 7/28
20/17 19/21
29/27 28/26
27/33 21/35
17/29 20/29
9/31 8/32
6/10 7/11
35/12 36/12
5/13 8/12
29/30 28/30
33/23 34/23
23/27 24/27
36/30 33/31
35/18 35/21
19/26 19/28
22/17 23/18
12/12 14/13
28/25 28/24
40/32 23/33
15/7 16/7
30/13 27/12
35/23 35/26
17/29 15/28
20/17 23/18
19/16 18/16
18/16 17/16
23/10 22/11
14/7 15/7
31/2 33/2
29/24 30/24
19/8 18/7
12/20 6/17
3/27 1/26
37/7 37/8
15/20 16/21
18/9 20/8
33/22 32/23
23/3 21/3
27/20 35/17
18/18 17/19
31/9 30/10
16/23 14/23
36/20 37/22
2/12 7/11
15/31 16/32
35/11 30/3
36/5 36/6
2/19 2/17
5/29 6/29
1/32 1/31
7/29 2/31
39/2 37/3
9/11 7/9
11/20 15/22
36/12 37/11
30/28 26/27
34/33 32/33
38/26 37/26
14/11 13/12
16/4 15/4
17/32 16/32
30/18 31/17
5/7 6/7
8/6 9/7
38/8 38/7
11/17 10/16
30/35 31/35
16/22 18/22
21/33 22/32
30/10 26/11
26/15 24/13
4/23 3/23
24/19 22/20
21/3 20/3
19/23 18/23
5/16 6/15
25/23 23/23
27/23 24/22
32/27 33/28
23/33 6/34
6/8 6/9
26/26 28/26
40/29 37/20
18/15 17/16
35/23 36/26
37/1 28/2
34/19 35/18
6/15 5/14
11/15 12/16
34/8 35/7
27/32 26/32
34/5 34/4
33/5 32/5
7/9 6/8
18/7 18/9
35/26 36/26
30/33 29/33
27/30 25/30
18/13 18/14
28/13 26/15
7/28 5/29
16/28 15/27
19/11 14/11
9/22 10/22
32/18 29/19
17/33 16/33
12/19 10/18
14/16 13/16
36/19 36/20
25/30 21/33
9/28 9/29
18/35 20/35
24/37 22/38
40/22 40/23
19/14 18/14
32/17 34/16
34/23 28/26
30/23 32/23
20/16 22/17
20/5 19/3
26/20 28/19
4/11 5/11
32/11 32/9
30/26 29/27
30/8 31/8
15/6 6/2
7/29 8/29
1/31 1/29
7/6 6/3
31/20 24/21
21/33 35/31
28/34 29/33
18/34 21/35
40/13 40/14
12/14 13/14
22/17 24/18
29/17 31/17
20/26 22/28
18/30 17/30
25/17 27/15
23/33 16/34
27/33 28/34
4/22 6/24
32/28 30/28
20/3 19/2
22/7 29/7
35/17 32/18
19/1 15/6
6/6 6/7
17/5 18/5
34/19 33/21
19/21 18/20
33/16 36/12
16/17 20/17
3/17 4/17
30/24 28/25
16/32 18/33
25/8 29/8
9/11 7/14
1/7 2/12
28/27 29/27
13/7 14/7
30/28 29/28
40/18 40/19
29/27 30/27
12/12 13/13
9/11 7/12
17/29 16/28
11/24 19/25
1/34 1/32
37/8 37/10
39/6 38/7
29/28 24/28
19/14 18/15
17/16 16/16
32/12 30/13
3/21 4/22
23/33 21/35
20/20 19/21
22/4 21/4
12/33 10/33
37/4 38/5
9/4 15/6
30/26 33/28
33/5 34/6
30/15 30/14
23/24 23/23
27/25 28/25
31/20 30/19
5/33 4/33
13/32 12/32
22/11 21/10
16/27 17/25
7/2 6/2
25/5 26/5
28/27 28/26
35/11 35/12
13/13 13/14
31/36 33/36
26/18 24/20
39/16 40/7
10/35 9/35
19/8 20/8
24/29 25/30
22/33 21/33
2/6 3/7
19/23 20/24
35/11 33/11
10/14 11/14
26/5 28/5
13/16 13/17
34/4 33/5
30/28 29/27
39/19 36/20
20/35 21/35
16/32 3/23
7/15 8/15
9/14 8/14
40/12 40/13
12/16 11/16
28/19 28/18
11/17 11/16
21/26 22/26
8/22 9/22
23/5 25/5
17/6 16/5
15/28 13/27
30/14 29/14
17/16 20/17
32/30 30/28
22/20 24/18
15/27 16/27
18/13 19/14
35/28 36/28
36/20 36/22
32/18 32/17
28/19 30/18
34/28 33/25
18/5 20/5
8/32 6/34
23/18 20/20
2/19 3/18
12/26 13/27
14/12 17/12
35/22 34/27
32/33 31/33
30/18 32/17
7/11 8/11
2/7 2/6
7/11 6/9
27/33 25/33
31/16 31/15
22/5 24/6
32/12 32/11
2/12 2/11
17/21 18/22
36/17 36/18
31/30 29/30
25/23 24/22
19/33 11/26
28/30 27/30
19/9 20/8
38/26 37/20
10/35 16/34
18/22 23/18
28/35 30/35
6/30 5/31
22/32 24/30
12/19 12/20
22/15 24/13
28/26 27/25
26/3 25/3
11/11 12/12
19/26 20/26
36/9 36/11
22/17 23/17
36/2 35/3
8/11 9/11
33/2 34/2
24/32 23/32
21/14 19/14
28/30 28/29
18/9 18/10
12/18 11/17
14/20 13/20
29/28 28/30
3/3 5/5
26/15 22/17
7/29 6/30
11/25 12/26
32/17 36/12
28/5 26/4
34/1 19/2
16/32 16/33
23/17 25/17
15/22 8/6
15/21 16/22
28/6 28/5
32/13 32/12
36/28 36/29
10/33 9/33
18/20 18/21
26/35 26/34
18/6 18/7
39/6 40/2
20/36 21/36
27/12 28/12
29/19 30/18
2/36 6/34
9/32 9/33
12/26 11/24
20/15 21/16
13/26 12/26
12/32 12/33
19/24 19/25
28/5 29/5
9/35 2/36
5/31 4/32
16/28 28/29
27/20 32/18
20/23 19/23
10/27 4/23
16/32 15/30
32/11 26/11
17/26 19/26
28/26 30/26
13/11 14/11
22/15 20/15
7/17 6/15
19/14 19/16
33/25 32/26
29/8 30/8
4/17 5/17
10/35 15/35
33/25 33/26
33/5 32/6
20/33 19/33
9/4 9/7
13/17 16/19
7/17 9/17
31/6 29/7
25/30 27/32
4/16 4/17
21/33 20/33
36/17 35/22
1/29 1/28
18/7 17/6
4/16 5/17
12/18 12/19
28/5 28/2
25/30 24/30
13/8 14/8
40/5 39/6
25/33 23/33
32/26 33/27
20/26 21/26
23/6 22/5
25/17 27/17
31/17 31/16
2/14 3/17
33/16 32/17
29/24 30/23
18/18 18/20
40/21 40/22
19/23 19/24
10/14 11/15
5/16 6/16
14/8 16/8
28/30 27/32
10/4 9/4
1/28 1/26
24/27 25/27
2/2 3/3
35/3 34/4
36/24 36/26
26/32 24/32
20/7 20/8
19/25 17/26
40/23 40/26
36/29 36/30
20/8 19/10
5/17 7/18
23/34 23/33
31/17 32/17
12/16 12/18
13/30 10/29
30/27 30/26
40/5 40/7
13/17 16/21
30/12 32/12
28/25 29/24
33/13 32/15
36/14 36/15
21/30 18/30
32/17 35/17
34/28 35/28
11/16 11/15
19/21 18/22
37/7 38/7
14/12 14/13
29/31 29/30
6/17 4/16
27/23 26/23
18/10 12/8
16/34 9/35
30/24 31/24
6/17 15/22
12/20 13/20
6/11 7/11
19/3 26/15
1/31 6/29
33/28 34/28
10/29 11/29
9/7 13/7
18/5 19/7
25/8 24/9
29/23 30/23
34/21 33/22
16/6 15/6
33/21 32/23
7/28 7/26
3/18 4/17
37/4 36/5
9/17 10/14
10/23 11/24
4/36 10/35
14/13 16/14
