1494 2009
1/5 1.0 5.0
54/26 54.0 26.0
19/31 19.0 31.0
59/27 59.0 27.0
22/32 22.0 32.0
4/10 4.0 10.0
23/37 23.0 37.0
47/48 47.0 48.0
58/10 58.0 10.0
23/16 23.0 16.0
52/35 52.0 35.0
4/19 4.0 19.0
49/52 49.0 52.0
2/60 2.0 60.0
9/12 9.0 12.0
34/49 34.0 49.0
51/28 51.0 28.0
58/23 58.0 23.0
19/48 19.0 48.0
45/23 45.0 23.0
24/21 24.0 21.0
5/1 5.0 1.0
54/34 54.0 34.0
6/60 6.0 60.0
34/24 34.0 24.0
17/57 17.0 57.0
7/21 7.0 21.0
40/43 40.0 43.0
50/32 50.0 32.0
33/19 33.0 19.0
39/1 39.0 1.0
15/13 15.0 13.0
40/23 40.0 23.0
21/18 21.0 18.0
5/20 5.0 20.0
43/17 43.0 17.0
60/50 60.0 50.0
12/24 12.0 24.0
11/57 11.0 57.0
22/36 22.0 36.0
9/31 9.0 31.0
48/19 48.0 19.0
38/9 38.0 9.0
16/42 16.0 42.0
42/13 42.0 13.0
1/30 1.0 30.0
50/42 50.0 42.0
13/56 13.0 56.0
16/30 16.0 30.0
40/9 40.0 9.0
56/27 56.0 27.0
8/15 8.0 15.0
9/33 9.0 33.0
18/7 18.0 7.0
59/20 59.0 20.0
1/39 1.0 39.0
11/18 11.0 18.0
12/17 12.0 17.0
50/18 50.0 18.0
10/43 10.0 43.0
3/45 3.0 45.0
32/5 32.0 5.0
11/34 11.0 34.0
7/19 7.0 19.0
4/57 4.0 57.0
49/19 49.0 19.0
41/58 41.0 58.0
8/31 8.0 31.0
7/36 7.0 36.0
10/27 10.0 27.0
23/53 23.0 53.0
60/38 60.0 38.0
59/5 59.0 5.0
7/18 7.0 18.0
59/13 59.0 13.0
4/49 4.0 49.0
60/5 60.0 5.0
24/51 24.0 51.0
54/16 54.0 16.0
27/1 27.0 1.0
44/19 44.0 19.0
1/29 1.0 29.0
53/50 53.0 50.0
53/35 53.0 35.0
7/28 7.0 28.0
34/12 34.0 12.0
55/19 55.0 19.0
39/56 39.0 56.0
8/32 8.0 32.0
47/20 47.0 20.0
32/6 32.0 6.0
38/3 38.0 3.0
36/57 36.0 57.0
23/33 23.0 33.0
45/22 45.0 22.0
5/51 5.0 51.0
44/24 44.0 24.0
15/48 15.0 48.0
14/32 14.0 32.0
5/17 5.0 17.0
36/23 36.0 23.0
48/39 48.0 39.0
55/42 55.0 42.0
35/55 35.0 55.0
21/53 21.0 53.0
42/16 42.0 16.0
14/14 14.0 14.0
16/31 16.0 31.0
24/38 24.0 38.0
28/17 28.0 17.0
15/60 15.0 60.0
25/40 25.0 40.0
1/21 1.0 21.0
48/27 48.0 27.0
43/38 43.0 38.0
29/53 29.0 53.0
23/26 23.0 26.0
38/26 38.0 26.0
44/14 44.0 14.0
58/44 58.0 44.0
27/55 27.0 55.0
45/57 45.0 57.0
42/20 42.0 20.0
18/44 18.0 44.0
53/47 53.0 47.0
17/45 17.0 45.0
50/24 50.0 24.0
1/20 1.0 20.0
9/32 9.0 32.0
9/53 9.0 53.0
46/9 46.0 9.0
58/22 58.0 22.0
2/28 2.0 28.0
51/56 51.0 56.0
10/1 10.0 1.0
27/15 27.0 15.0
15/28 15.0 28.0
24/49 24.0 49.0
5/54 5.0 54.0
18/45 18.0 45.0
51/42 51.0 42.0
14/10 14.0 10.0
48/21 48.0 21.0
8/37 8.0 37.0
4/11 4.0 11.0
2/10 2.0 10.0
2/21 2.0 21.0
29/17 29.0 17.0
31/40 31.0 40.0
48/31 48.0 31.0
19/7 19.0 7.0
14/30 14.0 30.0
44/22 44.0 22.0
14/16 14.0 16.0
20/50 20.0 50.0
21/39 21.0 39.0
47/30 47.0 30.0
34/26 34.0 26.0
48/23 48.0 23.0
28/10 28.0 10.0
34/56 34.0 56.0
29/40 29.0 40.0
45/19 45.0 19.0
42/42 42.0 42.0
40/39 40.0 39.0
58/32 58.0 32.0
14/36 14.0 36.0
43/39 43.0 39.0
57/32 57.0 32.0
14/43 14.0 43.0
32/23 32.0 23.0
10/53 10.0 53.0
20/13 20.0 13.0
59/36 59.0 36.0
34/22 34.0 22.0
2/31 2.0 31.0
16/48 16.0 48.0
30/48 30.0 48.0
1/33 1.0 33.0
23/57 23.0 57.0
41/14 41.0 14.0
41/46 41.0 46.0
59/48 59.0 48.0
21/21 21.0 21.0
17/35 17.0 35.0
12/10 12.0 10.0
23/17 23.0 17.0
34/53 34.0 53.0
50/19 50.0 19.0
35/18 35.0 18.0
1/53 1.0 53.0
42/53 42.0 53.0
43/28 43.0 28.0
36/52 36.0 52.0
14/26 14.0 26.0
9/15 9.0 15.0
15/16 15.0 16.0
3/60 3.0 60.0
36/22 36.0 22.0
24/10 24.0 10.0
20/53 20.0 53.0
56/57 56.0 57.0
57/15 57.0 15.0
22/43 22.0 43.0
49/20 49.0 20.0
28/42 28.0 42.0
4/43 4.0 43.0
31/5 31.0 5.0
12/1 12.0 1.0
6/37 6.0 37.0
60/51 60.0 51.0
44/60 44.0 60.0
47/10 47.0 10.0
36/40 36.0 40.0
21/2 21.0 2.0
21/30 21.0 30.0
32/11 32.0 11.0
40/57 40.0 57.0
25/57 25.0 57.0
31/32 31.0 32.0
52/42 52.0 42.0
4/15 4.0 15.0
29/43 29.0 43.0
5/39 5.0 39.0
29/59 29.0 59.0
21/28 21.0 28.0
31/36 31.0 36.0
40/13 40.0 13.0
17/14 17.0 14.0
28/60 28.0 60.0
55/36 55.0 36.0
20/56 20.0 56.0
38/34 38.0 34.0
42/51 42.0 51.0
44/59 44.0 59.0
4/37 4.0 37.0
34/17 34.0 17.0
8/26 8.0 26.0
51/27 51.0 27.0
52/55 52.0 55.0
21/45 21.0 45.0
27/11 27.0 11.0
28/43 28.0 43.0
7/27 7.0 27.0
37/43 37.0 43.0
38/23 38.0 23.0
44/38 44.0 38.0
24/4 24.0 4.0
53/43 53.0 43.0
60/46 60.0 46.0
50/43 50.0 43.0
35/22 35.0 22.0
19/45 19.0 45.0
28/34 28.0 34.0
7/37 7.0 37.0
23/39 23.0 39.0
44/48 44.0 48.0
31/15 31.0 15.0
51/12 51.0 12.0
47/21 47.0 21.0
23/43 23.0 43.0
11/15 11.0 15.0
25/24 25.0 24.0
38/14 38.0 14.0
7/34 7.0 34.0
30/25 30.0 25.0
9/17 9.0 17.0
59/38 59.0 38.0
12/27 12.0 27.0
17/60 17.0 60.0
19/47 19.0 47.0
35/60 35.0 60.0
47/33 47.0 33.0
57/21 57.0 21.0
14/38 14.0 38.0
20/41 20.0 41.0
60/21 60.0 21.0
38/48 38.0 48.0
4/31 4.0 31.0
46/47 46.0 47.0
34/6 34.0 6.0
7/43 7.0 43.0
9/60 9.0 60.0
4/46 4.0 46.0
18/32 18.0 32.0
25/25 25.0 25.0
22/1 22.0 1.0
28/5 28.0 5.0
1/35 1.0 35.0
54/42 54.0 42.0
19/57 19.0 57.0
22/44 22.0 44.0
33/38 33.0 38.0
1/12 1.0 12.0
37/17 37.0 17.0
28/24 28.0 24.0
4/28 4.0 28.0
7/23 7.0 23.0
3/19 3.0 19.0
11/33 11.0 33.0
15/56 15.0 56.0
37/10 37.0 10.0
51/41 51.0 41.0
1/54 1.0 54.0
55/25 55.0 25.0
27/41 27.0 41.0
4/36 4.0 36.0
41/25 41.0 25.0
21/24 21.0 24.0
20/1 20.0 1.0
17/49 17.0 49.0
50/48 50.0 48.0
26/39 26.0 39.0
1/38 1.0 38.0
11/7 11.0 7.0
1/6 1.0 6.0
25/55 25.0 55.0
25/38 25.0 38.0
6/17 6.0 17.0
43/58 43.0 58.0
49/48 49.0 48.0
13/23 13.0 23.0
36/5 36.0 5.0
9/39 9.0 39.0
34/54 34.0 54.0
33/10 33.0 10.0
55/32 55.0 32.0
44/26 44.0 26.0
58/42 58.0 42.0
18/55 18.0 55.0
6/57 6.0 57.0
15/43 15.0 43.0
13/37 13.0 37.0
35/56 35.0 56.0
54/29 54.0 29.0
30/5 30.0 5.0
14/19 14.0 19.0
20/20 20.0 20.0
55/16 55.0 16.0
41/10 41.0 10.0
28/47 28.0 47.0
19/9 19.0 9.0
38/7 38.0 7.0
60/27 60.0 27.0
59/39 59.0 39.0
17/31 17.0 31.0
39/13 39.0 13.0
20/36 20.0 36.0
35/2 35.0 2.0
40/16 40.0 16.0
26/42 26.0 42.0
29/46 29.0 46.0
2/46 2.0 46.0
41/26 41.0 26.0
57/26 57.0 26.0
11/25 11.0 25.0
28/16 28.0 16.0
58/20 58.0 20.0
25/26 25.0 26.0
24/54 24.0 54.0
27/32 27.0 32.0
58/27 58.0 27.0
39/53 39.0 53.0
33/15 33.0 15.0
23/58 23.0 58.0
11/58 11.0 58.0
17/46 17.0 46.0
5/24 5.0 24.0
13/49 13.0 49.0
27/56 27.0 56.0
29/22 29.0 22.0
19/37 19.0 37.0
20/58 20.0 58.0
54/14 54.0 14.0
22/25 22.0 25.0
29/47 29.0 47.0
52/45 52.0 45.0
28/56 28.0 56.0
11/3 11.0 3.0
16/47 16.0 47.0
58/41 58.0 41.0
32/46 32.0 46.0
14/27 14.0 27.0
26/24 26.0 24.0
6/26 6.0 26.0
26/28 26.0 28.0
44/13 44.0 13.0
32/57 32.0 57.0
17/28 17.0 28.0
39/44 39.0 44.0
49/21 49.0 21.0
40/12 40.0 12.0
15/30 15.0 30.0
9/20 9.0 20.0
4/54 4.0 54.0
23/10 23.0 10.0
42/28 42.0 28.0
44/2 44.0 2.0
59/43 59.0 43.0
39/49 39.0 49.0
40/38 40.0 38.0
53/19 53.0 19.0
6/23 6.0 23.0
29/1 29.0 1.0
34/38 34.0 38.0
12/32 12.0 32.0
37/46 37.0 46.0
29/45 29.0 45.0
57/19 57.0 19.0
47/45 47.0 45.0
4/13 4.0 13.0
26/38 26.0 38.0
26/13 26.0 13.0
26/48 26.0 48.0
27/30 27.0 30.0
39/11 39.0 11.0
23/45 23.0 45.0
48/30 48.0 30.0
22/19 22.0 19.0
36/29 36.0 29.0
58/17 58.0 17.0
25/34 25.0 34.0
55/23 55.0 23.0
49/35 49.0 35.0
45/58 45.0 58.0
51/45 51.0 45.0
14/11 14.0 11.0
40/60 40.0 60.0
42/49 42.0 49.0
33/37 33.0 37.0
19/25 19.0 25.0
20/16 20.0 16.0
39/24 39.0 24.0
42/22 42.0 22.0
17/12 17.0 12.0
27/53 27.0 53.0
39/47 39.0 47.0
24/36 24.0 36.0
44/17 44.0 17.0
44/56 44.0 56.0
15/21 15.0 21.0
19/42 19.0 42.0
59/32 59.0 32.0
25/42 25.0 42.0
41/6 41.0 6.0
18/20 18.0 20.0
22/18 22.0 18.0
24/33 24.0 33.0
24/50 24.0 50.0
31/1 31.0 1.0
24/25 24.0 25.0
1/57 1.0 57.0
35/13 35.0 13.0
9/16 9.0 16.0
1/41 1.0 41.0
35/35 35.0 35.0
31/39 31.0 39.0
43/23 43.0 23.0
48/4 48.0 4.0
6/54 6.0 54.0
12/9 12.0 9.0
41/31 41.0 31.0
23/42 23.0 42.0
45/55 45.0 55.0
34/35 34.0 35.0
45/11 45.0 11.0
18/47 18.0 47.0
16/35 16.0 35.0
26/10 26.0 10.0
11/51 11.0 51.0
10/56 10.0 56.0
2/35 2.0 35.0
51/47 51.0 47.0
33/16 33.0 16.0
27/24 27.0 24.0
52/29 52.0 29.0
11/2 11.0 2.0
55/15 55.0 15.0
5/35 5.0 35.0
15/34 15.0 34.0
7/33 7.0 33.0
56/13 56.0 13.0
28/28 28.0 28.0
26/18 26.0 18.0
26/41 26.0 41.0
28/29 28.0 29.0
25/30 25.0 30.0
22/52 22.0 52.0
54/56 54.0 56.0
39/16 39.0 16.0
52/51 52.0 51.0
57/42 57.0 42.0
13/39 13.0 39.0
58/34 58.0 34.0
8/12 8.0 12.0
11/6 11.0 6.0
35/28 35.0 28.0
27/26 27.0 26.0
1/42 1.0 42.0
42/57 42.0 57.0
58/51 58.0 51.0
14/1 14.0 1.0
17/4 17.0 4.0
48/14 48.0 14.0
27/18 27.0 18.0
43/43 43.0 43.0
4/17 4.0 17.0
24/3 24.0 3.0
23/28 23.0 28.0
45/20 45.0 20.0
10/14 10.0 14.0
16/34 16.0 34.0
52/25 52.0 25.0
30/47 30.0 47.0
19/60 19.0 60.0
57/31 57.0 31.0
20/31 20.0 31.0
35/8 35.0 8.0
35/40 35.0 40.0
23/38 23.0 38.0
41/4 41.0 4.0
