1297 3306
25/28 25.0 28.0
35/37 35.0 37.0
10/3 10.0 3.0
22/19 22.0 19.0
8/36 8.0 36.0
27/30 27.0 30.0
12/20 12.0 20.0
20/3 20.0 3.0
6/13 6.0 13.0
40/6 40.0 6.0
8/31 8.0 31.0
9/3 9.0 3.0
13/32 13.0 32.0
23/35 23.0 35.0
7/8 7.0 8.0
12/39 12.0 39.0
36/19 36.0 19.0
22/5 22.0 5.0
3/14 3.0 14.0
35/27 35.0 27.0
3/23 3.0 23.0
13/8 13.0 8.0
32/24 32.0 24.0
21/36 21.0 36.0
3/24 3.0 24.0
38/33 38.0 33.0
4/40 4.0 40.0
15/32 15.0 32.0
18/28 18.0 28.0
3/3 3.0 3.0
30/20 30.0 20.0
14/3 14.0 3.0
1/29 1.0 29.0
7/40 7.0 40.0
35/36 35.0 36.0
2/15 2.0 15.0
31/21 31.0 21.0
27/37 27.0 37.0
4/11 4.0 11.0
40/3 40.0 3.0
9/40 9.0 40.0
3/40 3.0 40.0
32/31 32.0 31.0
11/22 11.0 22.0
30/15 30.0 15.0
29/16 29.0 16.0
28/7 28.0 7.0
32/29 32.0 29.0
40/23 40.0 23.0
7/19 7.0 19.0
2/3 2.0 3.0
18/34 18.0 34.0
20/11 20.0 11.0
1/18 1.0 18.0
23/39 23.0 39.0
6/34 6.0 34.0
16/35 16.0 35.0
38/19 38.0 19.0
40/33 40.0 33.0
12/6 12.0 6.0
30/40 30.0 40.0
12/10 12.0 10.0
37/39 37.0 39.0
25/6 25.0 6.0
31/7 31.0 7.0
21/10 21.0 10.0
29/19 29.0 19.0
23/15 23.0 15.0
25/7 25.0 7.0
17/34 17.0 34.0
6/21 6.0 21.0
7/36 7.0 36.0
19/34 19.0 34.0
35/6 35.0 6.0
9/33 9.0 33.0
1/30 1.0 30.0
10/20 10.0 20.0
35/31 35.0 31.0
22/34 22.0 34.0
32/23 32.0 23.0
25/39 25.0 39.0
1/12 1.0 12.0
26/27 26.0 27.0
3/31 3.0 31.0
30/33 30.0 33.0
19/29 19.0 29.0
25/3 25.0 3.0
33/29 33.0 29.0
37/32 37.0 32.0
30/28 30.0 28.0
32/13 32.0 13.0
37/29 37.0 29.0
8/19 8.0 19.0
21/5 21.0 5.0
1/10 1.0 10.0
39/11 39.0 11.0
38/26 38.0 26.0
15/24 15.0 24.0
5/16 5.0 16.0
23/4 23.0 4.0
29/37 29.0 37.0
31/18 31.0 18.0
38/5 38.0 5.0
38/39 38.0 39.0
6/16 6.0 16.0
24/13 24.0 13.0
6/40 6.0 40.0
12/26 12.0 26.0
26/39 26.0 39.0
33/36 33.0 36.0
4/1 4.0 1.0
6/35 6.0 35.0
30/9 30.0 9.0
12/12 12.0 12.0
16/28 16.0 28.0
19/17 19.0 17.0
13/4 13.0 4.0
33/38 33.0 38.0
20/1 20.0 1.0
26/29 26.0 29.0
12/40 12.0 40.0
16/22 16.0 22.0
39/8 39.0 8.0
37/13 37.0 13.0
17/33 17.0 33.0
33/23 33.0 23.0
40/5 40.0 5.0
6/23 6.0 23.0
2/19 2.0 19.0
1/19 1.0 19.0
37/27 37.0 27.0
10/12 10.0 12.0
24/23 24.0 23.0
20/38 20.0 38.0
31/4 31.0 4.0
8/38 8.0 38.0
36/2 36.0 2.0
19/7 19.0 7.0
15/33 15.0 33.0
39/37 39.0 37.0
40/32 40.0 32.0
10/15 10.0 15.0
13/5 13.0 5.0
33/6 33.0 6.0
11/10 11.0 10.0
22/16 22.0 16.0
13/1 13.0 1.0
12/38 12.0 38.0
17/4 17.0 4.0
9/36 9.0 36.0
1/17 1.0 17.0
32/21 32.0 21.0
7/32 7.0 32.0
31/6 31.0 6.0
16/32 16.0 32.0
32/34 32.0 34.0
34/11 34.0 11.0
19/1 19.0 1.0
8/34 8.0 34.0
12/17 12.0 17.0
24/7 24.0 7.0
14/38 14.0 38.0
15/3 15.0 3.0
25/22 25.0 22.0
5/38 5.0 38.0
25/26 25.0 26.0
6/7 6.0 7.0
19/32 19.0 32.0
36/11 36.0 11.0
34/40 34.0 40.0
2/34 2.0 34.0
25/31 25.0 31.0
18/9 18.0 9.0
19/6 19.0 6.0
39/36 39.0 36.0
14/35 14.0 35.0
26/25 26.0 25.0
1/39 1.0 39.0
36/33 36.0 33.0
4/26 4.0 26.0
38/40 38.0 40.0
