1423 2635
3/31 3.0 31.0
16/27 16.0 27.0
13/29 13.0 29.0
6/11 6.0 11.0
24/10 24.0 10.0
28/39 28.0 39.0
4/37 4.0 37.0
17/14 17.0 14.0
8/21 8.0 21.0
33/20 33.0 20.0
38/34 38.0 34.0
19/22 19.0 22.0
12/10 12.0 10.0
16/19 16.0 19.0
31/26 31.0 26.0
12/37 12.0 37.0
31/7 31.0 7.0
35/22 35.0 22.0
27/31 27.0 31.0
33/12 33.0 12.0
4/27 4.0 27.0
37/13 37.0 13.0
10/36 10.0 36.0
22/17 22.0 17.0
26/37 26.0 37.0
16/35 16.0 35.0
14/11 14.0 11.0
2/29 2.0 29.0
16/10 16.0 10.0
17/4 17.0 4.0
6/14 6.0 14.0
26/17 26.0 17.0
1/36 1.0 36.0
8/14 8.0 14.0
5/9 5.0 9.0
7/24 7.0 24.0
12/7 12.0 7.0
16/28 16.0 28.0
14/29 14.0 29.0
17/7 17.0 7.0
13/27 13.0 27.0
28/27 28.0 27.0
38/11 38.0 11.0
4/9 4.0 9.0
23/22 23.0 22.0
36/30 36.0 30.0
33/16 33.0 16.0
13/9 13.0 9.0
9/33 9.0 33.0
18/9 18.0 9.0
18/39 18.0 39.0
31/3 31.0 3.0
31/32 31.0 32.0
33/8 33.0 8.0
31/11 31.0 11.0
11/14 11.0 14.0
19/3 19.0 3.0
24/18 24.0 18.0
27/4 27.0 4.0
36/17 36.0 17.0
19/20 19.0 20.0
34/14 34.0 14.0
8/4 8.0 4.0
27/3 27.0 3.0
29/4 29.0 4.0
12/31 12.0 31.0
33/37 33.0 37.0
15/14 15.0 14.0
16/40 16.0 40.0
9/22 9.0 22.0
15/1 15.0 1.0
15/32 15.0 32.0
24/22 24.0 22.0
35/27 35.0 27.0
27/22 27.0 22.0
40/5 40.0 5.0
36/28 36.0 28.0
30/3 30.0 3.0
5/26 5.0 26.0
29/9 29.0 9.0
5/12 5.0 12.0
39/40 39.0 40.0
38/32 38.0 32.0
18/36 18.0 36.0
30/39 30.0 39.0
21/17 21.0 17.0
31/13 31.0 13.0
27/17 27.0 17.0
31/22 31.0 22.0
13/20 13.0 20.0
3/28 3.0 28.0
11/15 11.0 15.0
25/1 25.0 1.0
10/7 10.0 7.0
16/25 16.0 25.0
39/20 39.0 20.0
2/24 2.0 24.0
14/7 14.0 7.0
9/13 9.0 13.0
21/4 21.0 4.0
