1417 1889
33/31 33.0 31.0
8/28 8.0 28.0
36/41 36.0 41.0
8/3 8.0 3.0
44/40 44.0 40.0
54/17 54.0 17.0
18/20 18.0 20.0
55/50 55.0 50.0
20/13 20.0 13.0
28/12 28.0 12.0
8/26 8.0 26.0
39/23 39.0 23.0
58/22 58.0 22.0
38/49 38.0 49.0
22/36 22.0 36.0
12/22 12.0 22.0
11/29 11.0 29.0
11/19 11.0 19.0
7/25 7.0 25.0
12/30 12.0 30.0
27/42 27.0 42.0
51/23 51.0 23.0
7/53 7.0 53.0
57/11 57.0 11.0
3/55 3.0 55.0
17/31 17.0 31.0
61/20 61.0 20.0
29/38 29.0 38.0
38/28 38.0 28.0
19/52 19.0 52.0
42/14 42.0 14.0
28/30 28.0 30.0
24/44 24.0 44.0
37/19 37.0 19.0
5/37 5.0 37.0
0/17 0.0 17.0
29/36 29.0 36.0
15/50 15.0 50.0
50/37 50.0 37.0
31/33 31.0 33.0
13/27 13.0 27.0
47/30 47.0 30.0
34/1 34.0 1.0
41/38 41.0 38.0
11/44 11.0 44.0
39/45 39.0 45.0
8/46 8.0 46.0
19/22 19.0 22.0
24/40 24.0 40.0
47/15 47.0 15.0
38/3 38.0 3.0
35/34 35.0 34.0
45/15 45.0 15.0
9/45 9.0 45.0
38/63 38.0 63.0
3/21 3.0 21.0
29/11 29.0 11.0
27/1 27.0 1.0
28/60 28.0 60.0
55/42 55.0 42.0
55/23 55.0 23.0
34/21 34.0 21.0
33/33 33.0 33.0
60/37 60.0 37.0
51/57 51.0 57.0
45/19 45.0 19.0
13/54 13.0 54.0
8/37 8.0 37.0
59/36 59.0 36.0
25/18 25.0 18.0
57/63 57.0 63.0
43/36 43.0 36.0
32/38 32.0 38.0
16/62 16.0 62.0
13/49 13.0 49.0
38/56 38.0 56.0
23/22 23.0 22.0
30/46 30.0 46.0
35/18 35.0 18.0
54/60 54.0 60.0
38/50 38.0 50.0
4/44 4.0 44.0
43/1 43.0 1.0
36/38 36.0 38.0
4/63 4.0 63.0
26/23 26.0 23.0
40/25 40.0 25.0
30/20 30.0 20.0
34/19 34.0 19.0
33/15 33.0 15.0
16/28 16.0 28.0
32/17 32.0 17.0
25/64 25.0 64.0
19/29 19.0 29.0
2/47 2.0 47.0
19/15 19.0 15.0
54/37 54.0 37.0
63/33 63.0 33.0
38/34 38.0 34.0
5/23 5.0 23.0
14/17 14.0 17.0
45/23 45.0 23.0
60/16 60.0 16.0
61/48 61.0 48.0
2/55 2.0 55.0
58/56 58.0 56.0
27/64 27.0 64.0
30/55 30.0 55.0
53/10 53.0 10.0
54/19 54.0 19.0
44/63 44.0 63.0
22/33 22.0 33.0
23/12 23.0 12.0
55/22 55.0 22.0
7/54 7.0 54.0
9/23 9.0 23.0
19/38 19.0 38.0
29/51 29.0 51.0
36/63 36.0 63.0
16/64 16.0 64.0
43/5 43.0 5.0
31/24 31.0 24.0
23/45 23.0 45.0
5/12 5.0 12.0
34/3 34.0 3.0
9/49 9.0 49.0
50/24 50.0 24.0
39/27 39.0 27.0
2/28 2.0 28.0
0/53 0.0 53.0
29/55 29.0 55.0
28/50 28.0 50.0
22/27 22.0 27.0
10/6 10.0 6.0
33/24 33.0 24.0
58/5 58.0 5.0
46/18 46.0 18.0
33/23 33.0 23.0
24/26 24.0 26.0
3/12 3.0 12.0
19/24 19.0 24.0
27/17 27.0 17.0
21/39 21.0 39.0
22/16 22.0 16.0
41/31 41.0 31.0
13/64 13.0 64.0
33/30 33.0 30.0
23/59 23.0 59.0
28/35 28.0 35.0
16/34 16.0 34.0
16/3 16.0 3.0
49/30 49.0 30.0
4/56 4.0 56.0
47/32 47.0 32.0
15/20 15.0 20.0
34/35 34.0 35.0
17/50 17.0 50.0
11/37 11.0 37.0
57/17 57.0 17.0
59/63 59.0 63.0
53/4 53.0 4.0
33/62 33.0 62.0
31/54 31.0 54.0
37/63 37.0 63.0
63/36 63.0 36.0
0/56 0.0 56.0
58/33 58.0 33.0
56/58 56.0 58.0
60/50 60.0 50.0
55/60 55.0 60.0
51/45 51.0 45.0
24/1 24.0 1.0
7/44 7.0 44.0
35/20 35.0 20.0
27/49 27.0 49.0
37/37 37.0 37.0
0/7 0.0 7.0
43/45 43.0 45.0
35/41 35.0 41.0
38/31 38.0 31.0
31/62 31.0 62.0
8/7 8.0 7.0
20/28 20.0 28.0
22/23 22.0 23.0
13/50 13.0 50.0
49/14 49.0 14.0
60/23 60.0 23.0
52/60 52.0 60.0
42/6 42.0 6.0
24/30 24.0 30.0
36/47 36.0 47.0
47/14 47.0 14.0
46/8 46.0 8.0
30/47 30.0 47.0
